Listing_ID,Host_Name,Property_Type,Location,Bedrooms,Bathrooms,Accommodates,Review_Score,Number_of_Reviews,Superhost,Host_Experience,Cleaning_Fee,Minimum_Nights,Amenities_Score,Instant_Bookable,Nightly_Price
991367,Ethan Harris,Studio,CBD,1,2,2,4.57,9,No,3,56.0,5,6.0,Yes,291.67
991495,Oliver Scott,Apartment,Outer Suburb,2,2,6,4.5,156,Yes,1,75.0,5,8.0,No,319.51
994211,Ethan Chen,Apartment,CBD,2,2,5,4.85,115,No,2,61.0,1,5.0,Yes,369.55
997896,Henry Young,Townhouse,Inner Suburb,3,2,5,4.84,79,No,4,90.0,1,7.0,No,444.34
990779,Lily Lee,Apartment,Outer Suburb,2,1,4,4.51,26,Yes,9,62.0,1,6.0,No,158.24
997245,Sophie Wang,House,Inner Suburb,5,3,9,4.33,32,Yes,3,92.0,1,3.0,Yes,488.03
992928,Samuel Walker,Apartment,CBD,2,2,3,4.59,111,No,9,65.0,2,6.0,No,327.49
990540,Minh Wang,Apartment,Outer Suburb,1,2,4,4.29,52,Yes,14,57.0,2,4.0,No,234.83
997721,Arjun Singh,House,CBD,2,2,5,4.58,28,Yes,2,75.0,7,8.0,No,327.25
990300,Amelia Le,Apartment,Outer Suburb,2,2,4,4.48,19,No,4,41.0,3,4.0,No,334.01
994576,Sophie Wang,Apartment,CBD,2,1,5,4.55,113,No,1,64.0,1,7.0,Yes,278.48
992286,Omar Ali,Apartment,CBD,1,1,1,4.03,15,No,1,45.0,3,4.0,Yes,338.83
990142,Emily Jones,Apartment,Regional,1,1,3,4.45,47,No,1,45.0,7,6.0,Yes,134.14
997216,Omar Le,House,Outer Suburb,2,1,3,4.44,14,No,3,50.0,5,3.0,Yes,152.95
992645,Isla King,Studio,Regional,1,2,2,4.12,23,No,6,50.0,4,2.0,No,203.59
995488,Sophie Le,House,Regional,3,2,5,4.37,79,No,13,49.0,1,3.0,No,378.9
991794,Sophie Taylor,Studio,Outer Suburb,1,2,3,4.06,44,No,6,65.0,3,6.0,Yes,69.68
991030,Linh Wilson,Villa,Inner Suburb,5,3,10,4.74,39,No,7,115.0,10,10.0,Yes,504.84
992144,Ethan Tran,Villa,Outer Suburb,2,2,4,4.6,65,Yes,15,77.0,2,6.0,Yes,468.56
991528,Mia Thomas,Apartment,Inner Suburb,2,2,3,4.45,18,No,1,43.0,1,2.0,No,304.01
993194,Ethan Martin,Villa,CBD,5,3,9,4.3,56,No,1,116.0,3,8.0,No,547.14
991007,Isla Nguyen,Townhouse,Inner Suburb,2,2,3,4.75,21,No,7,64.0,1,5.0,Yes,241.65
994915,Jack White,House,Outer Suburb,4,3,8,4.51,13,No,6,95.0,1,6.0,No,388.57
995166,Linh Nguyen,Studio,Inner Suburb,1,2,2,4.68,21,No,1,54.0,14,7.0,Yes,197.84
992774,Zoe Martin,House,Inner Suburb,3,2,7,4.44,22,Yes,0,62.0,2,5.0,No,430.22
992459,Emma Le,Apartment,Inner Suburb,1,2,1,4.68,48,No,7,50.0,5,5.0,No,273.15
990134,Michael Patel,Apartment,CBD,3,2,8,4.49,57,Yes,9,69.0,2,6.0,Yes,378.26
993411,Noah Scott,Apartment,CBD,1,1,3,4.82,40,Yes,3,49.0,1,7.0,No,165.22
991709,Mai Anderson,Apartment,CBD,1,2,1,4.45,43,No,9,70.0,4,6.0,Yes,353.59
990200,Sarah Patel,Apartment,CBD,2,2,5,4.64,48,No,0,66.0,1,5.0,Yes,323.07
994850,Anna Patel,Apartment,CBD,1,2,1,4.27,96,No,13,66.0,2,6.0,Yes,324.96
993799,Lucas Wilson,Apartment,Outer Suburb,1,1,4,4.36,25,Yes,2,55.0,4,2.0,No,215.36
990530,Omar Harris,Apartment,Outer Suburb,1,1,2,4.46,37,No,4,52.0,2,5.0,No,187.61
992767,Priya Patel,Apartment,CBD,2,2,3,4.22,44,No,3,43.0,1,1.0,Yes,230.83
994515,Oliver Singh,Apartment,Regional,2,2,6,,159,Yes,15,,1,8.0,No,208.14
994847,Samuel Jones,Apartment,Regional,2,2,4,4.26,39,Yes,1,45.0,4,4.0,Yes,212.28
992859,Mai Lee,Townhouse,Inner Suburb,3,2,6,4.39,70,Yes,4,65.0,5,7.0,No,374.97
997506,Zoe Young,Apartment,Regional,2,1,6,4.49,48,Yes,14,81.0,1,8.0,Yes,248.38
995424,William Chen,House,Inner Suburb,5,3,10,5.0,59,Yes,13,106.0,2,8.0,Yes,481.13
992527,Mai King,Townhouse,Outer Suburb,3,2,6,4.55,38,No,0,76.0,2,4.0,Yes,280.28
990611,James Ali,Apartment,Outer Suburb,1,2,2,3.96,11,No,2,63.0,1,5.0,No,213.44
996080,Amelia Brown,Apartment,Inner Suburb,2,2,5,3.97,24,No,4,63.0,3,7.0,No,302.29
990748,Ava Patel,House,Inner Suburb,3,2,6,4.79,33,No,2,83.0,2,6.0,No,424.41
997141,Emily Taylor,Townhouse,CBD,4,2,9,5.0,51,Yes,6,91.0,10,8.0,Yes,536.33
992341,Thomas Anderson,Townhouse,Inner Suburb,4,2,8,4.42,19,No,1,87.0,1,5.0,No,331.51
995127,Emily Le,Studio,Inner Suburb,1,1,3,4.39,58,Yes,6,67.0,2,5.0,No,209.69
990542,Lucas Ali,House,Regional,3,2,6,4.94,39,Yes,2,66.0,2,5.0,Yes,252.53
996058,Amelia Jones,Villa,CBD,4,3,10,3.62,61,No,10,85.0,2,8.0,Yes,587.02
996146,Lily Thomas,Apartment,Inner Suburb,1,1,1,4.12,16,No,2,29.0,2,5.0,No,248.52
995852,Mei Walker,Apartment,CBD,1,1,2,4.6,40,No,4,50.0,7,6.0,No,234.15
997707,Jack Wilson,Apartment,Regional,1,1,2,4.4,14,No,1,48.0,1,6.0,Yes,169.67
996114,Jack Young,Studio,Regional,1,1,1,4.33,31,No,0,65.0,3,6.0,No,164.96
995769,Anna Tran,Townhouse,Outer Suburb,2,1,3,4.3,99,No,3,59.0,1,3.0,Yes,309.15
996968,Ava Brown,Apartment,Outer Suburb,2,2,4,,136,Yes,0,,1,6.0,Yes,249.42
990659,Grace Anderson,House,Inner Suburb,2,2,6,3.66,18,No,4,50.0,1,2.0,No,304.76
996648,William Thomas,Apartment,Inner Suburb,1,2,1,4.3,80,No,2,40.0,1,4.0,Yes,238.64
997501,Grace Taylor,Apartment,CBD,3,2,6,4.41,72,Yes,2,61.0,1,7.0,No,324.41
993209,Lucas Smith,Townhouse,CBD,4,3,10,4.54,63,Yes,9,79.0,2,6.0,No,383.69
997554,Daniel Taylor,House,Inner Suburb,4,2,7,4.36,31,Yes,0,72.0,2,5.0,Yes,341.36
994146,Emily Tran,House,CBD,2,2,6,4.29,28,No,2,69.0,1,8.0,Yes,400.9
993676,Henry Walker,Studio,Outer Suburb,1,1,3,4.3,39,Yes,9,41.0,3,4.0,No,78.89
991136,Anna Walker,Townhouse,Inner Suburb,2,2,3,4.42,109,No,2,79.0,1,6.0,Yes,262.3
992128,Jack Martin,House,Outer Suburb,3,2,8,4.99,61,Yes,1,79.0,3,8.0,Yes,398.16
995049,Emily Patel,Apartment,Inner Suburb,1,1,3,,17,No,4,,1,8.0,No,158.01
994543,Jack Wang,Apartment,CBD,2,2,4,4.44,58,Yes,4,55.0,1,5.0,No,327.55
991046,Hannah Lee,Apartment,Outer Suburb,1,1,3,4.51,9,No,2,45.0,1,4.0,No,149.67
993836,Omar Harris,Studio,Inner Suburb,1,1,2,4.46,97,No,10,37.0,1,4.0,Yes,185.1
994412,David Chen,House,Inner Suburb,2,2,4,3.98,43,No,3,72.0,1,6.0,No,367.33
992369,Emma Le,Studio,Regional,1,2,2,4.47,50,No,1,40.0,3,4.0,Yes,173.6
997889,Grace Clark,Townhouse,Inner Suburb,3,3,5,4.2,68,No,7,79.0,2,6.0,Yes,374.87
991827,Sarah King,Apartment,Outer Suburb,1,1,4,4.74,20,No,1,44.0,1,4.0,No,107.49
993223,Ben Ali,Studio,Inner Suburb,1,1,2,4.45,54,Yes,2,37.0,1,4.0,No,122.61
990256,Chloe Clark,Apartment,Inner Suburb,1,1,4,4.28,38,Yes,2,65.0,2,6.0,Yes,205.48
991126,Ben King,Apartment,CBD,2,2,4,4.49,25,No,6,54.0,4,6.0,No,277.28
990729,Samuel Harris,House,Inner Suburb,3,2,7,3.92,45,Yes,6,70.0,1,5.0,No,336.39
994999,Thomas Brown,Townhouse,Outer Suburb,3,2,7,4.59,8,No,1,60.0,2,5.0,No,304.54
991319,Emma Chen,Townhouse,Inner Suburb,3,2,6,4.41,127,No,0,63.0,4,9.0,No,352.26
993561,Lily Tran,Villa,Inner Suburb,5,3,10,5.0,61,Yes,6,100.0,2,7.0,No,588.63
995780,Sarah Le,Studio,Outer Suburb,1,2,3,4.54,45,No,5,55.0,3,,Yes,142.17
996542,Lily Singh,Apartment,Outer Suburb,1,1,1,4.69,92,No,2,68.0,1,6.0,Yes,212.11
994851,Sophie Wang,Apartment,Regional,2,1,5,4.96,76,Yes,5,78.0,1,7.0,Yes,270.31
996055,Thomas Patel,House,CBD,3,2,8,4.7,55,No,3,105.0,1,10.0,Yes,347.47
993159,Michael Ali,Studio,Regional,1,1,3,4.22,120,Yes,4,58.0,3,7.0,No,161.27
990541,Olivia Clark,Studio,Regional,1,2,1,4.29,29,Yes,2,42.0,2,4.0,Yes,186.62
997046,Michael Wang,House,Regional,3,3,6,,58,Yes,3,,1,4.0,Yes,317.99
996965,Hannah Taylor,Apartment,Outer Suburb,1,2,2,4.29,66,Yes,0,56.0,2,8.0,Yes,226.12
997859,Anna Smith,Studio,Inner Suburb,1,2,2,4.09,24,No,7,45.0,3,3.0,No,114.07
992785,Lucas Brown,Apartment,Inner Suburb,2,2,3,4.78,32,Yes,0,59.0,2,6.0,Yes,232.26
996591,James Scott,Apartment,CBD,2,1,4,4.53,64,Yes,3,39.0,1,6.0,No,321.0
993833,Thomas Anderson,Townhouse,Regional,2,2,5,4.56,21,No,4,51.0,2,4.0,Yes,306.33
996565,Aisha Anderson,Apartment,Inner Suburb,1,1,2,3.97,166,No,6,49.0,2,6.0,Yes,332.73
992858,Arjun Wang,Apartment,Inner Suburb,1,1,3,5.0,80,Yes,1,75.0,1,9.0,Yes,360.06
991177,Ava Ali,House,Inner Suburb,2,2,4,4.77,5,No,1,58.0,1,7.0,Yes,388.78
994823,Noah Thomas,Apartment,Regional,3,2,5,3.96,155,No,4,61.0,1,6.0,Yes,171.32
994276,Daniel Nguyen,Apartment,CBD,1,1,4,4.35,99,No,10,39.0,1,5.0,No,411.3
996202,Emily Brown,Townhouse,Outer Suburb,3,2,8,4.63,59,Yes,12,90.0,2,8.0,Yes,349.29
991032,Emily Taylor,House,Inner Suburb,2,2,3,4.17,22,No,6,40.0,3,4.0,No,304.31
994056,Samuel King,Apartment,Inner Suburb,2,2,4,4.48,142,No,9,46.0,2,5.0,No,261.66
994700,Priya Le,Villa,CBD,4,2,9,4.65,64,No,15,84.0,2,7.0,Yes,519.8
992179,Lily Harris,Apartment,Outer Suburb,1,1,3,,183,No,8,,1,8.0,No,283.39
990760,Amelia Wilson,Apartment,Inner Suburb,1,2,2,4.14,95,Yes,13,55.0,1,4.0,No,186.22
994528,William Khan,Studio,Regional,1,1,2,4.87,57,Yes,15,51.0,10,5.0,Yes,214.3
995401,Noah Ali,Apartment,Inner Suburb,1,2,3,4.52,21,Yes,2,45.0,3,4.0,No,302.64
992196,Ethan Lee,Apartment,Inner Suburb,1,1,2,4.61,20,No,6,30.0,2,2.0,Yes,111.1
994884,Hannah Young,Studio,Inner Suburb,1,2,2,4.53,65,No,4,58.0,1,5.0,No,269.08
995549,Amelia King,Studio,Outer Suburb,1,1,1,4.39,16,No,10,37.0,2,7.0,Yes,291.99
996070,David Tran,Apartment,Regional,1,1,2,4.36,50,Yes,3,46.0,3,4.0,No,128.2
994375,Ava White,Apartment,CBD,1,2,3,4.51,41,Yes,3,51.0,1,3.0,Yes,331.36
997121,Arjun Young,Townhouse,Outer Suburb,3,2,5,4.55,187,Yes,3,65.0,5,5.0,Yes,384.84
994522,Minh Singh,Townhouse,Outer Suburb,2,2,4,4.33,65,No,8,60.0,1,7.0,Yes,261.07
993097,Priya White,Townhouse,Inner Suburb,4,3,7,4.36,53,No,3,96.0,1,6.0,Yes,310.94
995050,Amelia Thomas,House,Outer Suburb,4,3,8,4.41,23,Yes,1,75.0,3,7.0,Yes,358.17
992630,Emma King,Villa,Outer Suburb,5,3,10,4.66,2,No,1,106.0,1,7.0,No,577.99
990248,Amelia Taylor,House,CBD,4,2,7,4.68,26,No,15,113.0,1,10.0,Yes,494.09
997570,Minh Smith,House,Regional,2,2,4,4.99,53,Yes,7,65.0,1,8.0,Yes,257.36
993509,Priya Patel,Studio,Inner Suburb,1,2,2,4.46,43,No,2,58.0,2,7.0,No,221.93
994246,James Martin,Apartment,Inner Suburb,1,2,1,4.58,91,No,6,34.0,1,4.0,No,173.81
997102,Priya Wang,Studio,CBD,1,1,3,4.42,23,No,5,48.0,5,4.0,No,223.94
995506,Omar Smith,Apartment,CBD,2,3,3,,62,Yes,7,,4,6.0,No,365.78
996685,Amelia Harris,Studio,Inner Suburb,1,1,2,4.41,37,Yes,5,48.0,1,6.0,No,91.5
995626,Olivia Harris,Apartment,Regional,2,1,4,4.25,30,No,4,48.0,3,5.0,No,171.39
991634,Zoe Jones,House,CBD,4,2,7,4.79,41,No,5,79.0,1,7.0,Yes,434.04
991161,Emma Thomas,apartment,Regional,1,2,1,4.55,81,No,1,54.0,5,6.0,Yes,200.41
990610,William Taylor,Apartment,Outer Suburb,3,3,5,4.98,27,No,15,88.0,4,9.0,Yes,307.29
993014,Olivia Singh,Apartment,Inner Suburb,1,1,3,4.47,122,Yes,6,57.0,1,6.0,No,233.8
994584,Michael Tran,Townhouse,Regional,3,4,6,4.57,66,No,2,61.0,3,6.0,Yes,379.65
996972,Mai Wang,Apartment,Inner Suburb,3,2,5,4.08,110,No,15,72.0,2,6.0,Yes,337.67
996794,Lucas Scott,House,CBD,2,2,4,4.28,44,No,0,42.0,1,5.0,Yes,305.28
992548,Thomas Singh,House,CBD,4,2,10,4.79,17,No,2,81.0,2,8.0,Yes,388.63
993581,Lily Jones,Studio,Outer Suburb,1,1,4,4.27,195,No,1,33.0,2,4.0,Yes,137.84
996851,Anna Singh,Apartment,Inner Suburb,1,2,3,4.28,9,No,2,56.0,2,5.0,No,240.15
990596,Emma Walker,Villa,CBD,4,2,8,4.6,33,Yes,3,76.0,2,8.0,Yes,525.45
991694,Lily Harris,Apartment,Inner Suburb,2,1,4,3.9,43,No,7,63.0,3,5.0,No,223.04
997652,Noah Walker,Townhouse,Outer Suburb,3,3,6,4.92,22,Yes,0,74.0,4,4.0,No,164.21
994457,Ethan Anderson,Apartment,Regional,2,1,3,4.43,25,No,4,55.0,2,6.0,Yes,194.93
994871,James Anderson,Townhouse,Inner Suburb,2,2,5,5.0,79,No,1,82.0,2,10.0,No,358.53
995605,Chloe Wilson,Townhouse,Outer Suburb,3,3,7,4.61,41,Yes,8,85.0,2,5.0,Yes,327.57
997726,Lucas Harris,Studio,Regional,1,1,2,4.5,39,No,2,51.0,10,4.0,Yes,84.49
995249,Daniel Thomas,Apartment,CBD,2,2,5,4.52,82,No,0,60.0,2,6.0,Yes,328.21
994703,Ava Khan,Townhouse,Inner Suburb,2,2,6,4.74,84,No,1,52.0,1,5.0,Yes,325.5
993662,Chloe Anderson,Studio,Inner Suburb,1,1,2,4.71,75,No,1,47.0,4,,No,251.43
990391,Ben Le,Apartment,Inner Suburb,3,2,6,4.29,37,Yes,1,68.0,2,7.0,Yes,400.11
997920,Samuel Wilson,apartment,Regional,2,2,4,4.48,47,Yes,7,60.0,1,8.0,No,253.82
993991,Omar Chen,House,CBD,3,3,8,4.47,47,No,2,66.0,1,5.0,Yes,414.58
994969,Ava Taylor,Apartment,Inner Suburb,2,2,3,4.45,95,Yes,13,63.0,2,5.0,No,227.31
997462,Mia King,Apartment,Outer Suburb,2,1,6,4.04,109,Yes,7,54.0,2,4.0,No,169.83
994419,Michael Walker,Townhouse,CBD,4,3,8,4.57,65,Yes,2,87.0,2,5.0,Yes,455.75
991156,Mei Lee,House,Outer Suburb,3,3,8,3.95,55,No,8,65.0,3,4.0,Yes,292.69
992763,Noah Nguyen,House,Inner Suburb,3,2,8,4.29,15,No,1,78.0,1,7.0,No,467.75
992555,Lucas Smith,House,Inner Suburb,3,3,5,4.7,40,No,4,78.0,7,8.0,No,365.22
990146,David Smith,House,Regional,2,1,6,4.26,40,Yes,1,67.0,7,6.0,Yes,359.12
993300,Hannah Brown,Townhouse,Outer Suburb,4,2,7,4.4,96,No,5,76.0,2,5.0,No,469.47
991354,Wei Chen,Apartment,Regional,3,2,8,4.53,5,No,2,74.0,3,8.0,No,345.55
993051,Isla Ali,House,Regional,2,2,6,3.83,129,No,15,83.0,2,7.0,Yes,232.0
990532,Chloe Tran,Apartment,CBD,1,1,3,4.5,86,No,4,35.0,2,4.0,No,227.97
997983,Isla Ali,House,Outer Suburb,4,3,8,4.11,74,Y,3,90.0,1,5.0,Yes,514.44
994991,Hannah Young,Studio,Outer Suburb,1,2,3,4.38,51,Yes,4,37.0,1,6.0,No,148.5
993169,Aisha Martin,House,Regional,4,3,9,4.36,27,Yes,0,73.0,2,6.0,Yes,388.63
994234,Hannah Jones,House,CBD,4,3,7,4.76,46,Yes,4,86.0,2,5.0,No,480.51
990290,Isla White,Apartment,Inner Suburb,1,1,2,4.48,119,No,4,52.0,1,5.0,No,237.88
995822,Samuel Brown,Studio,Inner Suburb,1,1,4,4.24,67,No,8,33.0,1,4.0,No,220.26
993615,William Wilson,Apartment,CBD,2,2,4,4.5,43,No,9,60.0,1,3.0,No,469.34
995738,Ethan Lee,Apartment,Outer Suburb,1,2,1,4.58,38,No,2,69.0,4,7.0,Yes,207.8
994959,Henry Wilson,Townhouse,Inner Suburb,3,3,7,4.16,71,Yes,6,66.0,2,8.0,Yes,379.95
996288,An Harris,Apartment,Outer Suburb,1,2,2,4.26,43,No,4,45.0,2,3.0,Yes,173.9
993250,Grace Wang,Apartment,Regional,2,1,6,4.76,111,No,2,46.0,4,5.0,Yes,205.9
992600,Henry Harris,Apartment,Regional,1,2,2,4.61,24,No,5,40.0,3,6.0,Yes,264.29
992008,Mai Jones,Villa,Inner Suburb,4,2,7,4.29,149,No,15,84.0,1,5.0,Yes,620.66
995472,Sarah Jones,Townhouse,Regional,2,2,3,4.21,3,No,0,73.0,2,6.0,No,192.74
997972,Michael Brown,Apartment,Inner Suburb,2,2,3,4.26,95,Yes,13,59.0,1,6.0,No,262.79
996045,Olivia Scott,Villa,CBD,5,3,10,4.49,20,No,6,98.0,1,9.0,Yes,549.73
996302,Lily White,Apartment,Outer Suburb,1,1,4,4.06,60,Yes,3,55.0,2,6.0,No,251.4
994979,Emma White,Apartment,Regional,1,1,4,4.68,69,No,1,42.0,7,4.0,Yes,165.55
997637,Michael Wilson,Studio,Outer Suburb,1,1,3,4.2,17,No,4,46.0,1,3.0,Yes,169.94
996464,Emily Anderson,Apartment,Outer Suburb,2,1,4,4.08,60,No,5,55.0,7,5.0,Yes,261.05
997689,Omar Lee,Apartment,Outer Suburb,3,2,6,4.71,13,No,1,81.0,1,7.0,Yes,278.81
990813,Emma Le,Studio,CBD,1,2,1,4.35,46,Yes,1,62.0,2,7.0,Yes,235.45
991589,Omar Le,Apartment,Outer Suburb,2,1,4,3.99,39,No,0,48.0,1,3.0,Yes,212.54
995153,Isla Patel,Apartment,CBD,1,1,2,4.93,26,No,5,36.0,1,6.0,No,264.72
992248,William Ali,Apartment,CBD,1,1,2,4.29,72,Yes,13,70.0,1,6.0,No,345.8
997429,Grace Harris,House,Inner Suburb,3,2,6,4.25,38,No,11,74.0,3,7.0,Yes,385.53
993713,Aisha Scott,Apartment,CBD,3,2,8,4.65,29,No,4,77.0,2,8.0,No,365.02
990350,Grace Wang,Apartment,Inner Suburb,1,2,1,4.62,19,No,0,66.0,1,9.0,Yes,201.24
997112,Jack Tran,House,Inner Suburb,2,2,6,3.81,118,No,5,52.0,3,7.0,Yes,376.16
991398,Linh Ali,House,Inner Suburb,3,2,5,4.25,11,No,2,81.0,1,5.0,No,426.92
993884,Arjun Young,Townhouse,Outer Suburb,2,1,5,4.41,23,No,5,54.0,1,3.0,Yes,263.7
997098,Linh Singh,House,Outer Suburb,3,2,8,4.32,175,Yes,2,72.0,2,6.0,Yes,337.25
994903,Arjun Lee,Villa,Regional,4,3,7,4.52,9,No,3,87.0,1,9.0,No,386.84
993751,Daniel Brown,House,Inner Suburb,2,1,6,4.15,18,No,9,54.0,1,5.0,Yes,314.6
990175,Anna Lee,House,CBD,3,2,5,4.65,52,No,7,66.0,2,8.0,No,403.36
991359,Priya Le,Apartment,CBD,2,2,4,4.28,103,Yes,3,67.0,3,7.0,Yes,337.75
993657,William King,House,Regional,3,2,8,4.62,47,No,6,55.0,1,5.0,Yes,209.63
996460,Henry Martin,Villa,Outer Suburb,3,3,7,4.09,78,Yes,3,81.0,1,7.0,Yes,474.23
990637,Thomas Chen,House,Inner Suburb,5,3,10,4.34,82,Yes,0,99.0,1,7.0,Yes,484.71
991586,Amelia Singh,House,CBD,4,2,8,4.05,69,Yes,4,91.0,1,7.0,Yes,484.89
995408,Liam Singh,Apartment,Inner Suburb,1,1,1,4.73,100,Yes,9,44.0,2,4.0,Yes,171.62
991447,Samuel Lee,House,CBD,3,2,6,4.24,33,No,2,75.0,2,5.0,Yes,437.69
996451,Grace Anderson,Apartment,Outer Suburb,1,1,2,4.87,110,No,2,33.0,1,5.0,Yes,244.48
997329,Grace Taylor,House,Outer Suburb,3,2,6,4.26,39,No,5,73.0,2,5.0,Yes,336.04
995147,Chloe Jones,House,Regional,4,3,7,4.76,67,Yes,15,89.0,2,8.0,No,425.71
994549,David Wilson,Villa,Inner Suburb,4,3,8,4.2,23,No,4,92.0,1,9.0,Yes,557.01
996501,Mia Thomas,Townhouse,Regional,3,2,5,4.51,109,No,2,76.0,1,7.0,Yes,275.78
994980,Noah Singh,House,Regional,4,3,10,4.81,72,Yes,10,80.0,1,7.0,Yes,493.32
996707,Mai Patel,Apartment,Outer Suburb,1,2,3,4.6,114,Yes,6,40.0,3,4.0,No,139.93
997254,Isla Tran,Apartment,CBD,3,3,6,4.18,48,No,4,51.0,2,4.0,Yes,313.61
992108,Zoe Ali,Townhouse,Outer Suburb,3,2,7,4.75,81,Yes,4,82.0,2,7.0,No,338.1
990517,William Harris,House,Inner Suburb,4,2,10,4.63,24,No,6,97.0,7,9.0,Yes,478.96
993035,Mia Martin,Studio,Inner Suburb,1,1,2,4.51,84,No,0,49.0,2,6.0,No,196.25
995663,Priya Young,Townhouse,CBD,2,3,4,5.0,29,Yes,4,64.0,2,5.0,Yes,420.69
997785,Aisha White,House,Outer Suburb,3,3,8,4.95,2,No,1,85.0,2,8.0,Yes,407.54
992716,Anna Tran,Studio,Inner Suburb,1,1,2,4.43,37,No,5,49.0,1,2.0,No,202.49
994126,Wei Taylor,Apartment,CBD,2,2,5,4.22,47,Yes,7,73.0,2,6.0,No,342.54
997691,Wei Lee,House,Inner Suburb,3,2,6,4.72,74,Yes,9,78.0,4,8.0,No,269.08
996118,Aisha Nguyen,Studio,Outer Suburb,1,1,2,4.45,51,No,4,28.0,3,5.0,Yes,232.26
992781,Thomas Martin,Studio,CBD,1,2,4,4.57,84,Yes,1,55.0,2,7.0,Yes,255.71
992931,Linh Thomas,House,Regional,3,2,6,4.24,14,No,1,57.0,3,5.0,No,346.58
992363,David White,House,CBD,4,3,10,4.68,71,No,4,90.0,3,8.0,Yes,401.25
993033,Zoe Wilson,Apartment,CBD,1,1,4,4.29,52,No,5,62.0,7,7.0,No,236.3
993982,Daniel Ali,Apartment,Outer Suburb,1,1,1,4.31,85,Yes,1,54.0,2,5.0,No,207.0
991122,Emily Smith,Apartment,Inner Suburb,2,2,3,4.34,1,No,1,74.0,3,8.0,No,266.01
992117,Mia Ali,House,Regional,5,3,9,4.65,22,No,5,100.0,2,7.0,Yes,382.93
991790,Olivia Brown,Apartment,CBD,2,2,5,4.07,36,No,0,56.0,1,6.0,Yes,379.51
991817,Amelia Wang,villa,Outer Suburb,5,3,10,4.28,18,No,5,86.0,2,5.0,Yes,464.41
990724,Oliver Clark,House,Inner Suburb,4,2,9,4.54,0,No,0,99.0,1,9.0,Yes,537.92
991581,Jack Chen,Apartment,Inner Suburb,2,2,5,4.37,12,No,1,58.0,1,5.0,No,262.96
990155,Amelia Chen,House,Outer Suburb,2,2,4,4.97,24,Yes,1,58.0,1,6.0,Yes,344.57
992405,Michael Le,Apartment,Outer Suburb,1,2,1,,197,No,0,,1,3.0,No,76.22
995894,Minh Smith,Apartment,Inner Suburb,2,2,3,4.51,59,Yes,7,66.0,2,5.0,Yes,232.76
992775,Amelia Walker,Studio,Outer Suburb,1,2,2,4.34,19,No,1,69.0,1,6.0,Yes,288.08
993559,Oliver Singh,Studio,CBD,1,1,2,4.79,22,No,2,40.0,1,4.0,No,161.87
994143,Arjun Ali,House,Regional,3,2,7,4.19,111,Yes,0,78.0,2,6.0,Yes,249.04
994028,Grace Smith,Apartment,Inner Suburb,1,1,2,4.03,79,No,2,40.0,1,3.0,Yes,195.59
994807,Amelia Patel,Studio,Regional,1,1,2,4.29,58,Yes,8,41.0,2,5.0,Yes,125.35
995208,Grace Clark,Apartment,Outer Suburb,2,1,6,4.24,24,No,7,58.0,2,7.0,Yes,267.97
991570,Liam Le,Townhouse,Outer Suburb,2,2,4,4.19,16,No,5,82.0,2,5.0,No,188.74
996255,Mei Smith,Studio,CBD,1,1,1,3.92,54,No,2,35.0,2,5.0,Yes,281.92
990384,Liam Wang,Apartment,Inner Suburb,1,1,2,4.25,31,No,0,51.0,3,5.0,Yes,244.77
993048,James Patel,Apartment,Outer Suburb,1,1,1,4.46,45,Yes,8,23.0,2,2.0,Yes,154.09
995301,Jack Wang,Apartment,Inner Suburb,1,1,2,4.44,9,No,2,60.0,3,3.0,Yes,222.0
991922,Aisha Clark,Apartment,Outer Suburb,1,1,2,4.08,25,No,0,65.0,2,5.0,Yes,226.44
991862,Oliver Patel,Apartment,Inner Suburb,1,1,1,,46,No,8,61.0,3,6.0,No,180.05
992666,Anna Clark,Apartment,Regional,1,2,1,3.86,12,No,2,48.0,5,4.0,No,189.67
991653,Amelia Wang,House,CBD,4,3,8,4.4,124,No,1,90.0,2,5.0,Yes,462.55
996727,David King,House,CBD,3,2,6,4.62,51,No,2,93.0,2,8.0,No,355.31
990623,Isla Martin,Apartment,Outer Suburb,1,2,4,4.5,9,No,1,38.0,2,3.0,Yes,167.89
996636,Omar Le,Townhouse,Outer Suburb,3,3,8,,164,Yes,2,,3,5.0,Yes,276.89
996222,Linh Anderson,Studio,Regional,1,2,3,4.28,58,Yes,10,51.0,1,6.0,No,244.75
991789,Aisha Jones,House,Outer Suburb,3,2,6,4.97,70,No,4,93.0,2,10.0,Yes,318.96
994328,Zoe Wang,House,Inner Suburb,3,2,8,4.18,62,Yes,2,76.0,3,6.0,Yes,365.72
991699,Lucas Taylor,Townhouse,Inner Suburb,3,2,8,4.09,21,No,8,75.0,2,5.0,No,331.69
990420,Sarah Scott,Apartment,CBD,2,2,5,4.04,104,Yes,13,55.0,1,3.0,Yes,328.87
992745,Minh Chen,Apartment,Inner Suburb,1,1,3,4.25,42,No,0,36.0,1,4.0,Yes,302.19
996287,Zoe Chen,Apartment,Outer Suburb,2,2,5,,110,Yes,13,53.0,1,4.0,No,256.35
993283,Mia Nguyen,Townhouse,Inner Suburb,3,2,7,3.78,134,No,7,58.0,3,3.0,No,323.0
993780,Lily White,House,CBD,4,3,10,4.65,72,No,3,93.0,2,8.0,Yes,409.26
